date,price,log_return
2025-02-17,2.7251894289423855,
2025-02-18,2.657177556541445,-0.02527345041532982
2025-02-19,2.5598643991689105,-0.03731020247810653
2025-02-20,2.735199200390807,0.06624997898869436
2025-02-21,2.692229831317779,-0.015834483189172206
2025-02-22,2.5717797656907977,-0.04577160875175618
2025-02-23,2.575864230459674,0.0015869262245413567
2025-02-24,2.5798851271909053,0.0015597723114543726
2025-02-25,2.276184020826259,-0.12524450786638472
2025-02-26,2.3223450440589835,0.02007710429080261
2025-02-27,2.189561722001525,-0.058876073161697295
2025-02-28,2.198289525306682,0.003978172605975384
2025-03-01,2.1465990447641925,-0.023794819400630173
2025-03-02,2.1894731626978965,0.019776199844140693
2025-03-03,2.9400745785854188,0.2947739979847613
2025-03-04,2.388920229250619,-0.20759347096211447
2025-03-05,2.457837324155463,0.028440349822420052
2025-03-06,2.499863067769013,0.016954130726719686
2025-03-07,2.5997307467157778,0.039171923227696824
2025-03-08,2.380727791456965,-0.08800164504184571
2025-03-09,2.3242332249590425,-0.02401604673930995
2025-03-10,2.1362635270101267,-0.08433190137180646
2025-03-11,2.029057833175655,-0.05148672382881796
2025-03-12,2.169350707525431,0.06685634592968197
2025-03-13,2.2417249293681443,0.0328177176209671
2025-03-14,2.2504187411894,0.0038706788175854345
2025-03-15,2.3564128660327603,0.046024184592335086
2025-03-16,2.392285579817487,0.015108727829668196
2025-03-17,2.3009096388651695,-0.0389446786115476
2025-03-18,2.3408005213311123,0.01718843409235226
2025-03-19,2.2893484606821164,-0.02222571190052418
2025-03-20,2.5520572493716633,0.10863253627218535
2025-03-21,2.4346891248225995,-0.04708071946355107
2025-03-22,2.381259233831182,-0.02218964129700316
2025-03-23,2.3671814913704625,-0.0059294343221525814
2025-03-24,2.4358937819105337,0.028613742124404526
2025-03-25,2.4467862393977193,0.0044616790405852475
2025-03-26,2.4520786954901945,0.0021606875151022357
2025-03-27,2.349686594688749,-0.04265415666760658
2025-03-28,2.339530083958925,-0.004331864918230697
2025-03-29,2.2038347130132383,-0.059751195998995144
2025-03-30,2.1388622985209467,-0.029924842922882385
2025-03-31,2.135945706762188,-0.0013645488675563505
2025-04-01,2.0905159571547878,-0.02149859763088245
2025-04-02,2.140991043686336,0.023857921398757094
2025-04-03,2.030360837075233,-0.05305529684883408
2025-04-04,2.0641704630367608,0.01651490337821473
2025-04-05,2.1277037304012105,0.030314904461595127
2025-04-06,2.148561695180789,0.009755301936348142
2025-04-07,1.9232068608073252,-0.11080460654371911
2025-04-08,1.8972731944488423,-0.013576338217561677
2025-04-09,1.791941720267648,-0.05711790267451267
2025-04-10,2.0504426400353335,0.1347558999591691
2025-04-11,1.96981883924698,-0.040114113062747606
2025-04-12,2.0237864771088336,0.027028671612357946
2025-04-13,2.156688589695265,0.06360373466981617
2025-04-14,2.118179146058531,-0.018017158775348555
2025-04-15,2.127444298086899,0.00436457300478695
2025-04-16,2.087166740701441,-0.019113879434579883
2025-04-17,2.0835198434155506,-0.0017488239127085045
2025-04-18,2.0677436115822867,-0.007600725877788241
2025-04-19,2.062691684044618,-0.002446197407907722
2025-04-20,2.0855273823856817,0.011009991831848746
2025-04-21,2.0747196454629124,-0.005195730524591788
2025-04-22,2.0806696781556395,0.002863768612651454
2025-04-23,2.221159426695198,0.06533952128201458
2025-04-24,2.217823599038466,-0.0015029696060292067
2025-04-25,2.206600349886956,-0.005073326314863039
2025-04-26,2.1852873809524738,-0.00970568354554588
2025-04-27,2.1932493737799863,0.0036368321424784474
2025-04-28,2.2566771719971905,0.028509276982892805
2025-04-29,2.2959679622378415,0.017261071143087083
2025-04-30,2.2399407863578777,-0.024705093774917704
2025-05-01,2.1934727928877984,-0.020963392824611685
2025-05-02,2.2143085222346612,0.009454137149606493
2025-05-03,2.2089170454344824,-0.0024378044428330116
2025-05-04,2.188707355411367,-0.009191249845569243
2025-05-05,2.1580623583353407,-0.014100358118446774
2025-05-06,2.1371617409153263,-0.009732103332258338
2025-05-07,2.1553467775958843,0.00847296884598242
2025-05-08,2.1289110212370352,-0.012341036938362733
2025-05-09,2.318857034757937,0.08546381550135745
2025-05-10,2.34260418658349,0.010188803953809158
2025-05-11,2.465515991652043,0.05113790202641249
2025-05-12,2.3665185406774456,-0.040981207856699585
2025-05-13,2.5407166812994824,0.07102629424901563
2025-05-14,2.5882656119238727,0.018541804268012652
2025-05-15,2.552660064054796,-0.013852025662315519
2025-05-16,2.3780203600308965,-0.07086761776740146
2025-05-17,2.387491166631724,0.003974733464205102
2025-05-18,2.352615765613394,-0.014715292646648927
2025-05-19,2.4178990437197814,0.02737119846489279
2025-05-20,2.3808727609208282,-0.015431872611704272
2025-05-21,2.356578233921423,-0.010256460698950138
2025-05-22,2.4028996266349396,0.019465519825649376
2025-05-23,2.4284164339274192,0.010563185781204581
2025-05-24,2.2991928362328755,-0.05468125106756497
2025-05-25,2.3319094660057416,0.014129324694447085
2025-05-26,2.3405861862412927,0.003713959671595231
2025-05-27,2.3082922649115565,-0.01389343306573971
2025-05-28,2.3186677687774426,0.004484811271765902
2025-05-29,2.2746048552552507,-0.019186435825367883
2025-05-30,2.2505538163676135,-0.010630020782839677
2025-05-31,2.1423194738068942,-0.04928721819681856
2025-06-01,2.177000081626197,0.016058711407508773
2025-06-02,2.1802830722675224,0.0015068982880432605
2025-06-03,2.2004265864927537,0.00919652648351363
2025-06-04,2.2486280245071963,0.021669018828428237
2025-06-05,2.202322198067478,-0.020807915102272034
2025-06-06,2.0970164299223453,-0.04899676139048788
